title,url,author,date,text,images,keyword,item_index
전재학 vs 욱노스,https://www.inven.co.kr/board/lostark/6271/2059115?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,햄과치즈,2025-05-28 14:40,전재학 40단 손놓고있다 경제망함 보석 갈라치기 123막 3연똥볼 유각으로인한과도한비용  그래도 카멘은 잘 만듬  욱노스 증폭대란시키고 완전하드리셋 마수테이 똥볼 재련비부담대폭증가  그래더 코딩실력은 좋았음   엄대엄이네,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
아드유각은 이제 동결인가,https://www.inven.co.kr/board/lostark/6271/2059072?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,미그모쓸만함,2025-05-28 14:35,왜 안오르지,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
유각 빨리 다 읽고 싶다,https://www.inven.co.kr/board/lostark/6271/2058888?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,타비는고양이,2025-05-28 14:10,"원한 10장, 돌대 10장 남았는데 유각 가격 생각했을 때 이 골드로 다른 스펙업하는게 더 효율적이어도 걍 뭔가 유각부터 빨리 끝내고 다른 스펙업하고 싶은 느낌 유각을 다 읽어야 다음 스펙업으로 맘 편히 넘어갈거 같음 나만 그런가",,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
놀랍게도 전재학은 이에 대한 해답을 내놓았다,https://www.inven.co.kr/board/lostark/6271/2058789?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,악의평범성a,2025-05-28 13:58,"7겁작 돌려쓰기  본캐는 7겁작 부캐는 6겁작 이벤트보석을 적극 활용하면  감가가 아니라 회수, 회수를 넘어서 연금이 나온다  피통너프, 패턴너프, 데카도입으로 인해 레이드가 완화되었고  유각두꺼비로 인해 애가리 쩍단 제외하고 싼마이 유각이라도 읽었다면 가능하다  똥손에 애가리 쩍하면서 안상 마효증도 안읽은놈은 그냥 8겁작 사라",,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
아직 남아있는 최후의 수단이있지,https://www.inven.co.kr/board/lostark/6271/2058744?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,리조쿠,2025-05-28 13:53,나이스단 정상화 보석 유각 내실까지 전부 정상화  이제 돈열심히 써줄꺼지?,https://upload3.inven.co.kr/upload/2025/05/28/bbs/i1339591103.jpg?MW=800,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
로아온때 귀속 4티어 보석 푸는거 아니야?,https://www.inven.co.kr/board/lostark/6271/2058663?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,리아민,2025-05-28 13:42,감가문제 빼고 다캐릭 나이스 모두 세팅값 관련해서는 자유로워지는거 아님?  결국 세팅비에서 적지않은 비중을 차지하고 있는 보석 가격을 저렇게 내려버리면 이제 보석에선 자유로워지고 유각으로 눈돌릴 수 있으니까 얘네 하는거보면 어쩌면 이런 세계선이 있지 않을까 싶음  스마게 얘네가 워낙 비이성적이고 말도 안되는 해왔으니까 설마하는 생각이 갑자기 문득 드네,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
골드 그냥 갖고 있는게 정배지?,https://www.inven.co.kr/board/lostark/6271/2058587?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,퍼맆,2025-05-28 13:35,유각 읽기는 벅차고 보석은 떨어지고 그냥 관망해야할듯,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
"보석, 유각 시세 사이트 차트 Live 마킹 표시 완료",https://www.inven.co.kr/board/lostark/6271/2058541?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,하늘다라,2025-05-28 13:29,"안녕하세요. 최근 사이트 접속량 증가에 힘입어, Live 방송일자를 차트에 마킹하여 표시하는 기능을 추가하였습니다.",https://upload3.inven.co.kr/upload/2025/05/28/bbs/i1165691595.png?MW=800;https://upload3.inven.co.kr/upload/2025/05/28/bbs/i1414583808.png?MW=800,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
고집 버릴거면 소통좀 해라,https://www.inven.co.kr/board/lostark/6271/2058525?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,Gsggd,2025-05-28 13:26,"무능력해서 대답 못하는거 안다 유저들이 원하는 대답 전부 못해줄 것도 안다 근데 로아온 오프는 너무 꼽다 재학아.. 디렉터 취임해서 제대로 간담회 , QnA 한적 한번이라도 있었음..?   전체적인 개발상황, 불가능한 것들이 왜 불가능한건지에 대한 설명, 유저들이 좋은 아이디어 낼 수 있는 기회를 좀 만들어줘야하지 않을까   유저들은 게임사 이해할필요 없지만 적어도 일을하는 유저층들이 대다수인만큼 실무자들 현황도 이해 못해주겠냐고   공백기가 길면 왜 길어지는지 보석결정 철회하기로 했으면 왜 철회하기로 했는지 대책은 있는건지 불확실성에 대한 확답도 없고 유각은 상위권 보상으로 풀겠다고 했던것 같은데 결국 유두꺼비 종결로 그냥 끝나는건지 또 로아온때까지 제삿상 차릴건지 주변에 접는사람이 너무나도많고 카제까지만 보고싶은데 그것도 쉽지가 않아..   제발 현장 라이브 QnA는 바라지도 않으니까 질문접수해서 답하는 QnA라도 자주해다오 그거못하겠으면 걍 디렉터 내려놓던가 ㅆㅃ",,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
카던 안돈지 2주째,https://www.inven.co.kr/board/lostark/6271/2058501?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,이소금,2025-05-28 13:23,"퇴근하고 피곤한데도 카던은 이득이지~ 하면서 식스맨은 무조건 돌리고 애정으로 키우는 7, 8번째 캐릭도 아무리 힘들어도 카던 에포나는 무조건 돌렸는데 로아 라방 방향성보고 뭔가 끈 끊어지듯이 로아에 매달리던게 사라짐    언젠간 정상화하겠지 라는 생각으로 게임해왔는데 ""게임""에서 ""재미""를 포기하는게 스펙업인건 진짜 충격적이었음  오피셜로 나이스단 장려겜이 됐고 6캐릭 66보석 가진 사람들은 숨만 쉬고 살아도 손해인게 그냥 개그같음  유각도 그렇고 조치가 그냥 웃김 이런 게임에서 뭘 믿고 스펙업해야하는지 의미도 사라짐 그냥 스토리 콘솔겜처럼 내실밀면서 일회성으로 플레이하는게 맞는듯  친구창도 그렇고 길드에도 사람이 없음 죄다 배그나 옵치하고 던메하는 사람도 있고     평생 한 게임에 현질 10만원 이상 해본적도 없던 사람인데 로아에는 1년만에 천만원씩 지르고 아바타패키지 걍 재밌게 플레이하고 있으니까 사주고 그랬음 진짜진짜진짜진짜로 아쉽다 진짜로",https://upload3.inven.co.kr/upload/2025/05/28/bbs/i1845878534.png?MW=800,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
6월 21 일 때 해야하는 거,https://www.inven.co.kr/board/lostark/6271/2058483?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,뒷골목사랑꾼,2025-05-28 13:21,1. 애니츠 전투스탠딩 개선  2. 기린 목 개선  3. ui 개선  4. 전분 출시  5. 자유로운 세팅 그만 처 말하고 팩트 말하기  6. 서폿 병신취급한 거 대가리 박기  7. 유각을 앞으로 어떻게 풀 것인지 확실하게   8. 장신구 완화 앞으로 더 할 것인지   9. 6캐릭 제한 언제까지 유지할건지  10. 다른겜들보다 쇼케 ㅈㄴ 늦게한 이유  11. 개발자새끼들 지금 뭐에 투입되었는 지,https://upload3.inven.co.kr/upload/2025/05/28/bbs/i1719290681.webp?MW=800,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
오늘부터 강습끝나면 유각 가격 그대로 복귀일까,https://www.inven.co.kr/board/lostark/6271/2058371?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,짬지마요,2025-05-28 13:09,이전가격 뚫고 더 올라갈까 카제로스 유각없이 못깨게 만들지않을까,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
서폿점수는 기이하네,https://www.inven.co.kr/board/lostark/6271/2058138?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,레모b,2025-05-28 12:41,올유각 8겁작  어디 크게 흠까지 있을정돈아니고.. 악세도 그냥저냥.. 팔찌는 구리긴한데 L2100 점수 안되신다고 폿님 나가심   그후에 공대장이 1800점대 서폿 받고는 암말안함 이럴거면 아까 나간서폿이 점수안된다고할때 붙잡지,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
광휘가 왜 여홀나 때문에 출시임?,https://www.inven.co.kr/board/lostark/6271/2058114?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,팩트는게임이,2025-05-28 12:39,생각해보니 이새끼 팔찌 유각때문에 못하자나,https://upload3.inven.co.kr/upload/2025/05/28/bbs/i1455342751.webp?MW=800,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
파멸적 보석 죽이기 시작 나이스단을 이렇게 잡아가넹,https://www.inven.co.kr/board/lostark/6271/2058075?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,놀리지마요,2025-05-28 12:35,대재학 다음은 이제 유각인가,https://upload3.inven.co.kr/upload/2025/05/28/bbs/i1216822331.jpg?MW=800,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
보석 좋은 생각 났다!,https://www.inven.co.kr/board/lostark/6271/2057909?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,a01b01c01,2025-05-28 12:17,보석으로 매주 일정횟수 제한 갈갈 골두꺼비 하게 해주면 됨  보석 최소 레벨 4나 5로 두고 낮은 보석은 뉴비들 주로 필요한 카드팩이나 재료들 우선으로 넣어주고 고렙 보석은 유각 선택팩 전카 선택팩 에스더 기운 같은 물욕템 넣는거지  보석 삭제 유도해서 가치 보존도 되고 장기적으로 생산만 되는 시스템 개선도 될 거 같은데 어떰?,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
카제 나와도 악세 유각 보석 크게 안오름,https://www.inven.co.kr/board/lostark/6271/2057778?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,겜안분처형,2025-05-28 12:03,카제 갈 사람은 대부분 준비 끝났고 남은 유저는 천천히 스펙업 하는 유저랑 버스로 칭호 딸 애들뿐임  칭호 따자고 스펙업 할 비용보다 버스가 훨씬 싸니까 카제 이후 골드가 살짝 반등할 순 있어도 지금 감가 쳐먹은 만큼 절대 반등하진 못함,https://upload3.inven.co.kr/upload/2025/05/28/bbs/i1687384975.png?MW=800,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
제가 지금 느끼는 점을 챗지피티로 정리해봤습니다.,https://www.inven.co.kr/board/lostark/6271/2057167?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,아나필락시스,2025-05-28 11:08,"라방에서 여러 말들이 나왔지만, 정작 어떻게 진행할 건지에 대한 구체적인 안내는 전무합니다. 유저 입장에서 지금 가장 필요한 건 **""계획의 공유""**입니다. 그냥 말만 하고 끝낼 게 아니라, 실제로 어떤 식으로 적용할지 방향성을 알려줘야 한다고 봅니다. 1. 귀속 골드 관련 도입 예정이라고는 했지만, 시기나 적용 대상 콘텐츠가 명확하게 공개되지 않았습니다. 6캐릭 이상도 귀속 골드를 받을 수 있는지 여부도 중요하지만, 이에 대한 언급이 없음. 정보 부족으로 인해 유저들은 골드를 쥐고 있고, 보석은 계속 저점 갱신 중. → 시장은 혼란한데, 운영진은 아무 설명도 안 하는 상황. 2. 광휘 시스템 지금 공개된 구조대로라면, 실사용층이 거의 없을 정도로 비효율적 실제로 누가 쓰게 될지 의문이 들 정도의 성능. 3. 골두꺼비 / 유각 공급 골두꺼비는 삭제됐는데 유각 공급처에 대한 안내는 없음. “예상보다 가격이 더 내려가서 연장 안 한다”는 건, 지금보다 올라가도 공급 안 하겠다는 소리로 들릴 수도 있음. 4. 로아온 발표 시기 6월 말까지 별다른 안내 없이 조용히 있다가, 로아온에서 한꺼번에 발표하려는 분위기. 문제는 그때까지 버티는 유저가 얼마나 남아 있을지 모르겠다는 점. → 소통 없는 기다림은 결국 유저 이탈로 이어질 가능성 높음. 5. 에키드나 카운터 버그 핵심 메커니즘에 영향을 주는 심각한 버그였는데도, 일주일동안 방치. 이런 건 당일 핫픽스감 아닌가요? 왜 이렇게 늦어졌는지 납득이 안 되는 부분. 요약 유저들은 지금 ""기다려달라""는 말만 듣고 기다리는 중인데, 그 사이 시장 불안정, 컨텐츠 실망감, 버그 방치 등으로 불만이 쌓이고 있음. 이런 상황에서는 ""무언가를 준비 중입니다""보다는 “언제, 어떻게, 왜"" 를 정확하게 알려주는 게 지금 제일 필요해 보입니다.",,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
오 카던 클리어 보상으로 유각 먹음,https://www.inven.co.kr/board/lostark/6271/2057148?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,패자의검,2025-05-28 11:06,각성 야미,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
유각 가격 뭐야 ㅅㅂ,https://www.inven.co.kr/board/lostark/6271/2057046?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,포강블래,2025-05-28 10:59,별차이 없자너,https://upload3.inven.co.kr/upload/2025/05/28/bbs/i1304745611.png?MW=800,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
실시간 유각 가격.jpg,https://www.inven.co.kr/board/lostark/6271/2056653?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,Delundelu,2025-05-28 10:32,Dd,https://upload3.inven.co.kr/upload/2025/05/28/bbs/i1964248869.jpg?MW=800,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
로아온까지 제발 기다려주세요,https://www.inven.co.kr/board/lostark/6271/2056629?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,푸슉푸슉푸슈,2025-05-28 10:30,로아온 전에 한 번 더 라방은 오반 거 같고..  다음주 패치 때 유각선택 or 재료(아비도스 등) or 전선 or 10만골 택 1 해서  로아온까지 제발 기다려주세요 메타 타면 기다려주는 사람이 꽤 늘어나지 않을까?   라방 이후로 사람이 계속씩 빠져나가서 너무 슬퍼,https://upload3.inven.co.kr/upload/2024/11/13/sticker/i0807347057.gif,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
유각 가격 뭐야 ㅅㅂ,https://www.inven.co.kr/board/lostark/6271/2056386?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,만화자부심,2025-05-28 10:15,블라인드 된 글입니다. [내용보기],,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
전재학정도면 k-rpg 역사상 최악의 디렉터에 들어갈만한듯,https://www.inven.co.kr/board/lostark/6271/2056252?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,C113112,2025-05-28 10:08,뭐 사람마다 다르겠지만  내가 원래는 박웅석이라고 rpg에서 유명했던 pc마비노기 콘크리트들 박살내고 기만&능욕한 박웅석이 최악의 디렉터라고 생각했는데  그 사람은 그래도 마비노기 자체도 좀 많이 내려왔었고 3~4년에 걸쳐서 파괴했거든?  근데 전재학은 삼대장 경력도 있지만 디렉터 부임한지 2년도 안됐는데  게임 제일 사랑해준 고래 엿맥이기 rpg 역사상 역대급 감가 밸런스 망가트리고 신캐팔이 시즌 리셋하고 바뀐거 없이 돈 존나 빨기 유각 조절 실패 카드패키지 벽 더 세워서 유입 절멸시키기 등등  k-rpg 대장이였던 로아를 이렇게 빠른 시일내에 조져서 곧 나오는 로아m까지 동반 나락까지 보냄   심지어 이 게임 갓겜충들 엄청 많아서 평타만쳐도 ㅆㅅㅌㅊ 반응 얻어낼수있는데 저런거임  이정도면 당당하게 최악의 디렉터에 등극 가능할듯 ㅇㅇ,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
유각값은 종전보다도 더 오르겟지만 괜차나,https://www.inven.co.kr/board/lostark/6271/2056172?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,바른언행,2025-05-28 10:05,쌀값은 쳐박혓는걸   괜찮아. ㅎㅎ   두개로 퉁치면 가격 비슷할거야,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
어차피 보석 도륙나면 다음은 유각이야,https://www.inven.co.kr/board/lostark/6271/2055955?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,뇸뮥,2025-05-28 09:44,~.~ 유각 슛 전압 슛,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
난 2주간 꼴두꺼비 안샀어,https://www.inven.co.kr/board/lostark/6271/2055945?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,귀요미얌,2025-05-28 09:42,아 물론 선택 주머니는 사구  2주동안 좋은 유각이 안나올거라는걸 경험적으로 알고있었다구ㅠㅠ  24만골 아꼈다ㅠ.ㅠ,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
유각선택상자 사는거 깜빡했네,https://www.inven.co.kr/board/lostark/6271/2055929?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,도화가들어서,2025-05-28 09:39,진짜 접어야지 시발게임,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
